Tipo,Index,TempoFaces,NumFaces,TempoAdjacentes,NumAdjacentes
v,577,6.49e-05,6,6.04e-05,6
v,578,6.51e-05,7,6.2e-05,7
v,579,6.5e-05,5,5.94e-05,5
v,580,6.5e-05,5,6.14e-05,5
v,581,6.5e-05,6,5.96e-05,6
v,582,6.5e-05,7,5.98e-05,7
v,583,6.49e-05,7,6.14e-05,7
v,584,6.84e-05,7,6.06e-05,7
v,585,6.52e-05,5,6e-05,5
v,586,6.52e-05,6,6e-05,6
v,587,6.51e-05,5,5.99e-05,5
v,588,6.49e-05,5,5.98e-05,5
v,589,6.51e-05,5,5.99e-05,5
v,590,6.49e-05,7,6.01e-05,7
v,591,6.51e-05,5,5.97e-05,5
v,592,6.5e-05,7,6.02e-05,7
v,593,6.49e-05,8,6.03e-05,8
v,594,6.51e-05,6,6.01e-05,6
v,595,6.49e-05,7,6.02e-05,7
v,596,6.5e-05,7,6e-05,7
v,597,6.5e-05,5,5.98e-05,5
v,598,6.49e-05,5,5.97e-05,5
v,599,6.5e-05,6,5.99e-05,6
v,600,6.79e-05,6,6.01e-05,6
v,601,6.5e-05,5,5.96e-05,5
v,602,6.5e-05,6,5.97e-05,6
v,603,6.52e-05,4,5.94e-05,4
v,604,6.5e-05,7,5.98e-05,7
v,605,6.51e-05,8,5.99e-05,8
v,606,6.51e-05,6,5.96e-05,6
v,607,6.5e-05,5,5.96e-05,5
v,608,6.49e-05,5,5.95e-05,5
v,609,6.49e-05,7,5.97e-05,7
v,610,6.5e-05,6,5.96e-05,6
v,611,6.5e-05,6,5.98e-05,6
v,612,6.5e-05,6,5.96e-05,6
v,613,6.49e-05,7,5.97e-05,7
v,614,6.5e-05,7,5.97e-05,7
v,615,6.51e-05,6,5.97e-05,6
v,616,6.77e-05,5,6.04e-05,5
v,617,6.51e-05,4,5.99e-05,4
v,618,6.51e-05,7,0.0001304,7
v,619,7.5e-05,6,6.74e-05,6
v,620,6.99e-05,5,7.22e-05,5
v,621,6.61e-05,6,5.98e-05,6
v,622,7.14e-05,5,6e-05,5
v,623,6.52e-05,8,6.02e-05,8
v,624,6.51e-05,6,5.98e-05,6
v,625,6.5e-05,6,5.98e-05,6
v,626,6.52e-05,9,6e-05,9
v,627,6.52e-05,6,5.97e-05,6
v,628,6.49e-05,5,5.95e-05,5
v,629,6.5e-05,6,5.96e-05,6
v,630,6.52e-05,6,5.96e-05,6
v,631,6.51e-05,6,5.96e-05,6
